,Discharge,Sediment_Load_tonnes_day,Rainfall,Monthly_Sediment_Yield_tons_ha
2010-07-01,151.2240006048387,598899.8736609548,531.82,4.296268821097237
2010-08-01,170.4228048467742,675979.860042576,514.38,4.849209899875007
2010-09-01,127.04495923666667,446504.1772857074,242.12,3.203042878663611
2010-10-01,27.994294331580644,55360.81393340543,34.06,0.39713639837450093
2010-11-01,7.475353522833333,10196.668288870107,17.36,0.07314683134053161
2010-12-01,5.3471782745161285,7751.983085812268,5.18,0.055609634761924445
2011-01-01,3.9844155412580644,5764.185744516734,7.84,0.04134996947286036
2011-02-01,3.161543355642857,3886.744714785043,0.0,0.027881956347095
2011-03-01,2.860215015516129,4052.7683398510703,28.4,0.029072943614426618
2011-04-01,2.6456553151666666,3540.871309890168,17.7,0.02540079849275587
2011-05-01,4.1426974894516135,6037.333538354806,136.34,0.04330942280024968
2011-06-01,9.714143551766666,16962.16508974803,181.96,0.12167980695658558
2011-07-01,94.93137283348386,326242.39815771766,374.3,2.340332841877458
2011-08-01,171.55967398709677,694384.5399307978,366.58,4.981237732645608
2011-09-01,135.561826851,480190.7278475347,226.98,3.4446967564385558
2011-10-01,38.19773540451613,96783.47156962873,42.46,0.6942860227376523
2011-11-01,15.625110403,22548.048824227248,47.02,0.16175070892559001
2011-12-01,6.9186252738387095,9725.540847555067,0.0,0.06976715098676518
2012-01-01,4.739686020612903,6554.123523813772,0.0,0.04701666803309736
2012-02-01,3.3325602266551724,4255.834940722728,0.0,0.03052966241551455
2012-03-01,2.8461465716774197,3931.554081680165,13.54,0.02820340087288497
2012-04-01,2.6419352675666667,3487.346844051974,2.2800000000000002,0.025016835323184893
2012-05-01,3.483256110903226,4853.023268655643,47.46,0.034813653290212646
2012-06-01,28.781556635733335,79355.66363442533,209.62,0.5692658797304543
2012-07-01,142.3905601403226,521370.2217409128,394.404,3.7401020210969356
2012-08-01,164.56651138225806,641139.8631308737,370.7,4.5992816580407005
2012-09-01,121.60072472466666,387432.19738034194,239.74,2.77928405581307
2012-10-01,28.48868540064516,49908.86497806278,32.379999999999995,0.3580262910908377
2012-11-01,15.562532528666667,22169.0038297536,17.56,0.15903159131817504
