,Discharge,Rainfall,Sediment_Yield,Days_in_Month,Monthly_Sediment_Yield_tons_ha
2018-12-01,11.582562564741936,7.680000000000001,0.008342856066996555,31,0.25862853807689323
2019-01-01,7.8970123841612905,0.0,0.005225222276397945,31,0.1619818905683363
2019-02-01,6.577613124107144,15.18,0.0028003626480077965,28,0.0784101541442183
2019-03-01,4.701753048322581,19.28,0.002538325950930754,31,0.07868810447885337
2019-04-01,3.9849524337666664,22.36,0.00221040286672101,30,0.0663120860016303
2019-05-01,5.494581756096775,73.7,0.003914247355643922,31,0.12134166802496159
2019-06-01,60.478984051666664,203.3,0.07946402795778319,30,2.383920838733496
2019-07-01,155.0701380948387,372.44,0.3033949750347609,31,9.405244226077588
2019-08-01,231.79578306451614,375.96,0.4924169264550307,31,15.264924720105952
2019-09-01,204.86363974666668,223.18,0.432917043709429,30,12.987511311282871
2019-10-01,95.54668343870968,43.26,0.16116919496273122,31,4.9962450438446675
2019-11-01,31.652236390666665,53.32,0.024204282780926945,30,0.7261284834278083
2019-12-01,27.36811279,11.639999999999999,0.02087510497845291,31,0.6471282543320402
2020-01-01,13.90948082383871,2.42,0.010067730657452959,31,0.3120996503810417
2020-02-01,6.933422715689655,0.78,0.0030466855210982795,29,0.08835388011185011
2020-03-01,5.316430463935484,0.1,0.0019111690344959468,31,0.05924624006937435
2020-04-01,4.3872062245,32.7,0.0022270195877731077,30,0.06681058763319324
2020-05-01,11.920076518064516,86.96,0.008899495769950827,31,0.27588436886847567
2020-06-01,94.62106187773334,286.08,0.18392004776732881,30,5.517601433019864
2020-07-01,278.2358690290323,444.02,0.5940223862607933,31,18.414693974084592
2020-08-01,223.79202563225806,463.54,0.4749330479871864,31,14.722924487602778
2020-09-01,184.30809853533336,108.48,0.377732780159666,30,11.33198340478998
2020-10-01,91.37641849064515,45.160000000000004,0.11742438504890555,31,3.6401559365160723
2020-11-01,79.34164105033332,3.3600000000000003,0.08952780236986331,30,2.6858340710958992
2020-12-01,12.294544534387096,1.6600000000000001,0.009304573065971192,31,0.28844176504510693
