Year,Discharge,Rainfall,SSC,SSC_Q05,SSC_Q25,SSC_Q75,SSC_Q95,Sediment_Yield,Sediment_Yield_Q05,Sediment_Yield_Q25,Sediment_Yield_Q75,Sediment_Yield_Q95,Days_in_Year,Annual_Rainfall_mm,Annual_Sediment_Yield_tons_ha,Annual_Sediment_Yield_Q05,Annual_Sediment_Yield_Q25,Annual_Sediment_Yield_Q75,Annual_Sediment_Yield_Q95
2007,78.86384473972602,1892.5,1.5211300052557801,0.7179726027397261,1.0653765063698697,2.0311718344315035,2.9783887665416344,37.169882648398726,20.33876508672981,27.797348011434593,46.84922498677309,67.97340722131604,365,1892.5,37.169882648398726,20.33876508672981,27.797348011434593,46.84922498677309,67.97340722131604
2008,79.9635193715847,1880.5,1.505173355421743,0.7367486338797814,1.1087571211648524,2.0311005241293807,3.0769074930433002,37.70325714521932,21.170065913852888,29.44374485234861,49.606381017172055,74.2021137757931,366,1880.5,37.70325714521932,21.170065913852888,29.44374485234861,49.606381017172055,74.2021137757931
2009,63.34602816438356,1803.4,1.1901461335379568,0.5691917808219178,0.8497438951756998,1.708044312438757,2.606520855932668,24.445154928459324,13.741221392757692,18.76601121046781,33.67578746054749,51.14565322339945,365,1803.4,24.445154928459324,13.741221392757692,18.76601121046781,33.67578746054749,51.14565322339945
2010,71.32449339726027,1925.1,1.301048686973778,0.6574246575342466,0.9521232876712328,1.7073464167063328,2.7061699276121396,29.822754561460812,17.402623698876926,23.356550282495196,37.28147597604223,58.577148286514635,365,1925.1,29.822754561460812,17.402623698876926,23.356550282495196,37.28147597604223,58.577148286514635
2011,68.87581673972603,1768.8,1.2598568799836434,0.6363013698630137,0.9323287671232877,1.7003392677370042,2.9414737439715455,26.648195048507894,15.286055087137502,20.999366927264425,34.084163844439196,62.17866671815352,365,1768.8,26.648195048507894,15.286055087137502,20.999366927264425,34.084163844439196,62.17866671815352
2012,83.57522945355191,1756.7,1.335460765381666,0.7080737704918033,1.0276639344262295,1.6875738916545773,2.329666912154884,41.62663804301874,27.604752009447118,36.229174761201925,48.07389853019338,61.00216141135045,366,1756.7,41.62663804301874,27.604752009447118,36.229174761201925,48.07389853019338,61.00216141135045
2013,82.39953468493151,1890.8,1.600856450259562,0.7468111971411554,1.1680169990156883,2.0359679132379074,3.1644633778655793,49.07181767761289,25.5601473804745,37.62150900608084,60.023460859729894,92.2684848297069,365,1890.8,49.07181767761289,25.5601473804745,37.62150900608084,60.023460859729894,92.2684848297069
2014,79.097801369863,2030.0,1.4615935495058088,0.7538767123287672,1.1022602739726026,1.8930767654287013,2.88109820662019,33.665593286985036,19.29102159047885,26.528366744394233,42.60517663610026,63.68532901096339,365,2030.0,33.665593286985036,19.29102159047885,26.528366744394233,42.60517663610026,63.68532901096339
2015,64.37263638356164,1703.2,1.2194520547945207,0.5976849315068493,0.9121917808219178,1.5728010527999976,2.2532793199508605,22.193158221519234,12.696598210621156,17.92030612231731,27.95648887154847,40.45008224224885,365,1703.2,22.193158221519234,12.696598210621156,17.92030612231731,27.95648887154847,40.45008224224885
2016,69.14512360655738,1886.8,1.2984131103182999,0.6422267759562842,0.9428991446899501,1.8446665740037402,2.5444672663259102,28.848531226266772,16.569712145942308,22.227657892745192,40.902829631278955,55.14965611773211,366,1886.8,28.848531226266772,16.569712145942308,22.227657892745192,40.902829631278955,55.14965611773211
2017,77.49099284931506,2128.1,1.4163824787761472,0.6859041095890411,1.041849315068493,1.8834027478519697,2.753031639719903,35.18614726754256,19.31910664827981,26.787241942052887,46.206108956409174,65.96867720049634,365,2128.1,35.18614726754256,19.31910664827981,26.787241942052887,46.206108956409174,65.96867720049634
2018,69.06781263013698,1862.8,1.3301043941072181,0.6472876712328767,0.9391780821917809,1.7829421821271134,2.665537252398786,29.511754439231204,16.176132276152885,21.765773551673078,38.00722477303027,55.81998045804732,365,1862.8,29.511754439231204,16.176132276152885,21.765773551673078,38.00722477303027,55.81998045804732
2019,78.2237453150685,2261.8,1.5462223249033278,0.7213835616438357,1.0991780821917807,2.088206099354601,2.871619954529359,37.61557330284055,19.87067548953173,27.74310377633654,49.51537496451032,66.92238581707808,365,2261.8,37.61557330284055,19.87067548953173,27.74310377633654,49.51537496451032,66.92238581707808
2020,73.34433743169399,2135.8,1.4318383068529301,0.653483606557377,0.9937247564742219,1.9229811873267526,2.92519932369211,34.89813314136966,17.700801948865386,25.032357155709033,44.80048623657572,66.2863556606603,366,2135.8,34.89813314136966,17.700801948865386,25.032357155709033,44.80048623657572,66.2863556606603
