,Discharge,Rainfall,Sediment_Yield,Days_in_Month,Monthly_Sediment_Yield_tons_ha
2002-06-01,38.224799999999995,355.5,0.026736850384615384,30,0.8021055115384615
2002-07-01,144.9157741935484,471.3,0.19517494187344914,31,6.050423198076923
2002-08-01,168.35532258064518,379.3,0.23943449171836229,31,7.422469243269231
2002-09-01,99.69896666666666,264.3,0.10523280980769231,30,3.1569842942307695
2002-10-01,28.946806451612904,90.3,0.015375724503722085,31,0.4766474596153846
2002-11-01,10.146233333333333,33.9,0.0017781395192307695,30,0.05334418557692308
2002-12-01,4.184903225806452,6.2,0.0008299719602977669,31,0.025729130769230772
2003-01-01,2.2230322580645163,3.1,0.0004315795905707197,31,0.01337896730769231
2003-02-01,1.50425,14.5,0.000257957554945055,28,0.007222811538461539
2003-03-01,1.1915483870967742,18.5,0.00018560657568238216,31,0.005753803846153847
2003-04-01,0.6663333333333333,29.400000000000002,0.00010379423076923077,30,0.003113826923076923
2003-05-01,0.889225806451613,57.300000000000004,0.00013851401985111664,31,0.004293934615384616
2003-06-01,43.4872,349.2,0.03477228490384616,30,1.0431685471153846
2003-07-01,178.43306451612904,438.2,0.26012463777915634,31,8.063863771153846
2003-08-01,184.224,392.8,0.27486233653846154,31,8.520732432692308
2003-09-01,173.78366666666668,308.6,0.2535569567307692,30,7.606708701923076
2003-10-01,32.71932258064516,74.8,0.02087594106699752,31,0.6471541730769231
2003-11-01,10.1875,32.8,0.002371621153846154,30,0.07114863461538462
2003-12-01,4.028612903225807,3.4,0.0008367119106699753,31,0.025938069230769235
2004-01-01,2.3086129032258067,11.5,0.0004556417493796527,31,0.014124894230769233
2004-02-01,1.3910689655172415,13.2,0.00025357798408488064,29,0.007353761538461539
2004-03-01,0.9317096774193548,12.5,0.00014982822580645162,31,0.004644675
2004-04-01,2.2633666666666667,70.1,0.0003740192307692308,30,0.011220576923076923
2004-05-01,1.1473548387096772,78.0,0.00021681736972704716,31,0.006721338461538462
2004-06-01,27.448933333333333,260.1,0.016488008653846156,30,0.4946402596153847
2004-07-01,137.39464516129033,479.5,0.18050954348635237,31,5.595795848076923
2004-08-01,165.9651935483871,353.2,0.2382401462158809,31,7.385444532692309
2004-09-01,137.6655,300.1,0.18753939,30,5.6261817
2004-10-01,64.00541935483871,131.4,0.06286518368486353,31,1.9488206942307695
2004-11-01,11.416966666666667,38.4,0.0019675661538461537,30,0.05902698461538461
2004-12-01,5.093838709677419,18.7,0.0010814035980148886,31,0.033523511538461545
2005-01-01,2.6194838709677417,5.7,0.0005300826923076924,31,0.016432563461538464
2005-02-01,1.4641428571428572,4.0,0.0002310224587912088,28,0.006468628846153846
2005-03-01,1.638774193548387,56.1,0.0002684088089330025,31,0.008320673076923078
2005-04-01,1.0426,27.8,0.00017721346153846154,30,0.005316403846153847
2005-05-01,1.706225806451613,96.0,0.00034447444168734495,31,0.010678707692307693
2005-06-01,33.6751,316.8,0.025679489711538463,30,0.770384691346154
2005-07-01,130.93245161290324,533.7,0.16500699267990077,31,5.115216773076924
2005-08-01,118.24587096774194,400.2,0.13671171625310172,31,4.238063203846154
2005-09-01,120.23153333333333,305.1,0.14281438326923077,30,4.284431498076923
2005-10-01,50.28893548387097,133.2,0.03875497509305211,31,1.2014042278846155
2005-11-01,15.7922,39.7,0.006875847692307692,30,0.20627543076923077
2005-12-01,14.168870967741936,39.9,0.002751370347394541,31,0.08529248076923077
2006-01-01,12.173225806451613,3.6,0.0018962140198511166,31,0.05878263461538462
2006-02-01,9.781,2.6,0.001523578846153846,28,0.04266020769230769
2006-03-01,8.556,10.9,0.0013327615384615384,31,0.04131560769230769
2006-04-01,8.1336,35.9,0.0012806255769230769,30,0.03841876730769231
2006-05-01,32.08483870967742,223.6,0.019755415942928043,31,0.6124178942307693
2006-06-01,84.16556666666666,390.6,0.07775492192307693,30,2.332647657692308
2006-07-01,139.80167741935483,509.0,0.18252614534739456,31,5.658310505769231
2006-08-01,217.07209677419354,470.1,0.3417457407878412,31,10.594117964423077
2006-09-01,187.37579999999997,304.5,0.28301986211538466,30,8.49059586346154
2006-10-01,116.49932258064516,174.3,0.13421202710918115,31,4.160572840384615
2006-11-01,49.2338,29.4,0.03384556442307693,30,1.0153669326923078
2006-12-01,33.373516129032254,39.1,0.019199649751861045,31,0.5951891423076924
2007-01-01,35.75465870967742,16.900000000000002,0.020949635959057075,31,0.6494387147307693
2007-02-01,27.634074642857144,3.8,0.009260371582417585,28,0.25929040430769235
2007-03-01,24.025644193548388,23.599999999999998,0.0047380417704714645,31,0.1468792948846154
2007-04-01,22.893171666666664,65.60000000000001,0.0049601947153846155,30,0.14880584146153847
